halaman1,content
38,"Upah yang dibayarkan kepada pekerja/buruh yang tidak masuk bekerja sebagaimana dimaksud dalam ayat (2) huruf c sebagai berikut :
a. pekerja/buruh menikah, dibayar untuk selama 3 (tiga) hari;
b. menikahkan anaknya, dibayar untuk selama 2 (dua) hari;
c. mengkhitankan anaknya, dibayar untuk selama 2 (dua) hari
d. membaptiskan anaknya, dibayar untuk selama 2 (dua) hari;
e. istri melahirkan atau keguguran kandungan, dibayar untuk selama 2 (dua) hari;
f. suami/istri, orang tua/mertua atau anak atau menantu meninggal dunia, dibayar untuk selama 2 (dua) hari; dan
g. anggota keluarga dalam satu rumah meninggal dunia, dibayar untuk selama 1 (satu) hari."
38,"Pengaturan pelaksanaan ketentuan sebagaimana dimaksud dalam ayat (2) ditetapkan dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama."
38,Dalam hal komponen upah terdiri dari upah pokok dan tunjangan tetap maka besarnya upah pokok sedikit-dikitnya 75 % (tujuh puluh lima perseratus) dari jumlah upah pokok dan tunjangan tetap.
38,(NULL)
38,Pelanggaran yang dilakukan oleh pekerja/buruh karena kesengajaan atau kelalaiannya dapat dikenakan denda.
38,"Pengusaha yang karena kesengajaan atau kelalaiannya mengakibatkan keterlambatan pembayaran upah, dikenakan denda sesuai dengan persentase tertentu dari upah pekerja/buruh."
38,"Pemerintah mengatur pengenaan denda kepada pengusaha dan/atau pekerja/buruh, dalam pembayaran upah."
39,"Dalam hal perusahaan dinyatakan pailit atau dilikuidasi berdasarkan peraturan perundang-undangan yang berlaku, maka upah dan hak-hak lainnya dari pekerja/buruh merupakan utang yang didahulukan pembayarannya."
39,Tuntutan pembayaran upah pekerja/buruh dan segala pembayaran yang timbul dari hubungan kerja menjadi kadaluwarsa setelah melampaui jangka waktu 2 (dua) tahun sejak timbulnya hak.
39,"Ketentuan mengenai penghasilan yang layak, kebijakan pengupahan, kebutuhan hidup layak, dan perlindungan pengupahan sebagaimana dimaksud dalam Pasal 88, penetapan upah minimum sebagaimana dimaksud dalam Pasal 89, dan pengenaan denda sebagaimana dimaksud dalam Pasal 95 ayat (1), ayat (2) dan ayat (3) diatur dengan Peraturan Pemerintah."
39,(NULL)
39,"Untuk memberikan saran, pertimbangan, dan merumuskan kebijakan pengupahan yang akan ditetapkan oleh pemerintah, serta untuk pengembangan sistem pengupahan nasional dibentuk Dewan Pengupahan Nasional, Provinsi, dan Kabupaten/Kota."
39,"Keanggotaan Dewan Pengupahan sebagaimana dimaksud dalam ayat (1) terdiri dari unsur pemerintah, organisasi pengusaha, serikat pekerja/-serikat buruh, perguruan tinggi, dan pakar."
39,"Keanggotaan Dewan Pengupahan tingkat Nasional diangkat dan diberhentikan oleh Presiden, sedangkan keanggotaan Dewan Pengupahan Provinsi, Kabupaten/Kota diangkat dan diberhentikan oleh Gubernur/ Bupati/Walikota."
39,"Ketentuan mengenai tata cara pembentukan, komposisi keanggotaan, tata cara pengangkatan dan pemberhentian keanggotaan, serta tugas dan tata kerja Dewan Pengupahan sebagaimana dimaksud dalam ayat (1) dan ayat (2), diatur dengan Keputusan Presiden."
40,Kesejahteraan
40,(NULL)
40,Setiap pekerja/buruh dan keluarganya berhak untuk memperoleh jaminan sosial tenaga kerja.
40,"Jaminan sosial tenaga kerja sebagaimana dimaksud dalam ayat (1), dilaksanakan sesuai dengan peraturan perundang-undangan yang berlaku."
40,(NULL)
40,"Untuk meningkatkan kesejahteraan bagi pekerja/buruh dan keluarganya, pengusaha wajib menyediakan fasilitas kesejahteraan."
40,"Penyediaan fasilitas kesejahteraan sebagaimana dimaksud dalam ayat (1), dilaksanakan dengan memperhatikan kebutuhan pekerja/buruh dan ukuran kemampuan perusahaan."
40,"Ketentuan mengenai jenis dan kriteria fasilitas kesejahteraan sesuai dengan kebutuhan pekerja/buruh dan ukuran kemampuan perusahaan sebagaimana dimaksud dalam ayat (1) dan ayat (2), diatur dengan Peraturan Pemerintah."
40,(NULL)
40,"Untuk meningkatkan kesejahteraan pekerja/buruh, dibentuk koperasi pekerja/buruh dan usaha-usaha produktif di perusahaan."
40,"Pemerintah, pengusaha, dan pekerja/buruh atau serikat pekerja/serikat buruh berupaya menumbuhkembangkan koperasi pekerja/buruh, dan mengembangkan usaha produktif sebagaimana dimaksud dalam ayat (1)."
40,"Pembentukan koperasi sebagaimana dimaksud dalam ayat (1), dilaksanakan sesuai dengan peraturan perundang-undangan yang berlaku."
40,"Upaya-upaya untuk menumbuhkembangkan koperasi pekerja/buruh sebagaimana dimaksud dalam ayat (2), diatur dengan Peraturan Pemerintah."
41,HUBUNGAN INDUSTRIAL
41,Umum
41,(NULL)
41,"Dalam melaksanakan hubungan industrial, pemerintah mempunyai fungsi menetapkan kebijakan, memberikan pelayanan, melaksanakan pengawasan, dan melakukan penindakan terhadap pelanggaran peraturan perundang-undangan ketenagakerjaan."
41,"Dalam melaksanakan hubungan industrial, pekerja/buruh dan serikat pekerja/serikat buruhnya mempunyai fungsi menjalankan pekerjaan sesuai dengan kewajibannya, menjaga ketertiban demi kelangsungan produksi, menyalurkan aspirasi secara demokratis, mengembangkan keterampilan, dan keahliannya serta ikut memajukan perusahaan dan memperjuangkan kesejahteraan anggota beserta keluarganya."
41,"Dalam melaksanakan hubungan industrial, pengusaha dan organisasi pengusahanya mempunyai fungsi menciptakan kemitraan, mengembangkan usaha, memperluas lapangan kerja, dan memberikan kesejahteraan pekerja/buruh secara terbuka, demokratis, dan berkeadilan."
41,"Hubungan Industrial dilaksanakan melalui sarana :
a. serikat pekerja/serikat buruh;
b. organisasi pengusaha;
c. lembaga kerja sama bipartit;
d. lembaga kerja sama tripartit;
e. peraturan perusahaan;
f. perjanjian kerja bersama;
g. peraturan perundang-undangan ketenagakerjaan; dan
h. lembaga penyelesaian perselisihan hubungan industrial."
42,Serikat Pekerja/Serikat Buruh
42,(NULL)
42,Setiap pekerja/buruh berhak membentuk dan menjadi anggota serikat pekerja/serikat buruh.
42,"Dalam melaksanakan fungsi sebagaimana dimaksud dalam Pasal 102, serikat pekerja/serikat buruh ber-hak menghimpun dan mengelola keuangan serta mempertanggungjawabkan keuangan organisasi termasuk dana mogok."
42,Besarnya dan tata cara pemungutan dana mogok sebagaimana dimaksud dalam ayat (2) diatur dalam ang-garan dasar dan/atau anggaran rumah tangga serikat pekerja/serikat buruh yang bersangkutan.
42,Organisasi Pengusaha
42,(NULL)
42,Setiap pengusaha berhak membentuk dan menjadi anggota organisasi pengusaha.
42,Ketentuan mengenai organisasi pengusaha diatur sesuai dengan peraturan perundang-undangan yang berlaku.
42,Lembaga Kerja Sama Bipartit
42,(NULL)
42,Setiap perusahaan yang mempekerjakan 50 (lima puluh) orang pekerja/ buruh atau lebih wajib membentuk lembaga kerja sama bipartit.
42,"Lembaga kerja sama bipartit sebagaimana dimaksud dalam ayat (1) berfungsi sebagai forum komunikasi, dan konsultasi mengenai hal ketenagakerjaan di perusahaan."
43,Susunan keanggotaan lembaga kerja sama bipartit sebagaimana dimaksud dalam ayat (2) terdiri dari unsur pengusaha dan unsur pekerja/buruh yang ditunjuk oleh pekerja/buruh secara demokratis untuk mewakili kepentingan pekerja/buruh di perusahaan yang bersangkutan.
43,Ketentuan mengenai tata cara pembentukan dan susunan keanggotaan lembaga kerja sama bipartit sebagaimana dimaksud dalam ayat (1) dan ayat (3) diatur dengan Keputusan Menteri.
43,Lembaga Kerja Sama Tripartit
43,(NULL)
43,"Lembaga kerja sama tripartit memberikan pertimbangan, saran, dan pendapat kepada pemerintah dan pihak terkait dalam penyusunan kebijakan dan pemecahan masalah ketenagakerjaan."
43,"Lembaga Kerja sama Tripartit sebagaimana dimaksud dalam ayat (1), terdiri dari :
a. Lembaga Kerja sama Tripartit Nasional, Provinsi, dan Kabupaten/ Kota; dan
b. Lembaga Kerja sama Tripartit Sektoral Nasional, Provinsi, dan Kabupaten/Kota."
43,"Keanggotaan Lembaga Kerja sama Tripartit terdiri dari unsur pemerintah, organisasi pengusaha, dan seri-kat pekerja/serikat buruh."
43,Tata kerja dan susunan organisasi Lembaga Kerja sama Tripartit sebagaimana dimaksud dalam ayat (1) diatur dengan Peraturan Pemerintah.
43,Peraturan Perusahaan
43,(NULL)
43,Pengusaha yang mempekerjakan pekerja/buruh sekurang-kurangnya 10 (sepuluh) orang wajib membuat peraturan perusahaan yang mulai berlaku setelah disahkan oleh Menteri atau pejabat yang ditunjuk.
44,Kewajiban membuat peraturan perusahaan sebagaimana dimaksud dalam ayat (1) tidak berlaku bagi perusahaan yang telah memiliki perjanjian kerja bersama.
44,Peraturan perusahaan disusun oleh dan menjadi tanggung jawab dari pengusaha yang bersangkutan.
44,(NULL)
44,Peraturan perusahaan disusun dengan memperhatikan saran dan pertimbangan dari wakil pekerja/buruh di perusahaan yang bersangkutan.
44,Dalam hal di perusahaan yang bersangkutan telah terbentuk serikat pekerja/serikat buruh maka wakil pekerja/buruh sebagaimana dimaksud dalam ayat (1) adalah pengurus serikat pekerja/serikat buruh.
44,"Dalam hal di perusahaan yang bersangkutan belum terbentuk serikat pekerja/serikat buruh, wakil pekerja/ buruh sebagaimana dimaksud dalam ayat (1) adalah pekerja/buruh yang dipilih secara demokratis untuk mewakili kepentingan para pekerja/buruh di perusahaan yang bersangkutan."
44,(NULL)
44,"Peraturan perusahaan sekurang-kurangnya memuat :
a. hak dan kewajiban pengusaha;
b. hak dan kewajiban pekerja/buruh;
c. syarat kerja;
d. tata tertib perusahaan; dan
e. jangka waktu berlakunya peraturan perusahaan."
44,Ketentuan dalam peraturan perusahaan tidak boleh bertentangan dengan ketentuan peraturan perundang-undangan yang berlaku.
44,Masa berlaku peraturan perusahaan paling lama 2 (dua) tahun dan wajib diperbaharui setelah habis masa berlakunya.
45,"Selama masa berlakunya peraturan perusahaan, apabila serikat pekerja/ serikat buruh di perusahaan menghendaki perundingan pembuatan perjanjian kerja bersama, maka pengusaha wajib melayani."
45,"Dalam hal perundingan pembuatan perjanjian kerja bersama sebagaimana dimaksud dalam ayat (4) tidak mencapai kesepakatan, maka peraturan perusahaan tetap berlaku sampai habis jangka waktu berlakunya."
45,(NULL)
45,Pengesahan peraturan perusahaan oleh Menteri atau pejabat yang ditunjuk sebagaimana dimaksud dalam Pasal 108 ayat (1) harus sudah diberikan dalam waktu paling lama 30 (tiga puluh) hari kerja sejak naskah peraturan perusahaan diterima.
45,"Apabila peraturan perusahaan telah sesuai sebagaimana ketentuan dalam Pasal 111 ayat (1) dan ayat (2), maka dalam waktu 30 (tiga puluh) hari kerja sebagaimana dimaksud pada ayat (1) sudah terlampaui dan peraturan perusahaan belum disahkan oleh Menteri atau pejabat yang ditunjuk, maka peraturan perusahaan dianggap telah mendapatkan pengesahan."
45,Dalam hal peraturan perusahaan belum memenuhi persyaratan sebagaimana dimaksud dalam Pasal 111 ayat (1) dan ayat (2) Menteri atau pejabat yang ditunjuk harus memberitahukan secara tertulis kepada pengusaha mengenai perbaikan peraturan perusahaan.
45,"Dalam waktu paling lama 14 (empat belas) hari kerja sejak tanggal pemberitahuan diterima oleh pengusaha sebagaimana dimaksud dalam ayat (3), pengusaha wajib menyampaikan kembali peraturan perusahaan yang telah diperbaiki kepada Menteri atau pejabat yang ditunjuk."
45,(NULL)
45,Perubahan peraturan perusahaan sebelum berakhir jangka waktu berlakunya hanya dapat dilakukan atas dasar kesepakatan antara pengusaha dan wakil pekerja/buruh.
45,Peraturan perusahaan hasil perubahan sebagaimana dimaksud dalam ayat (1) harus mendapat pengesahan dari Menteri atau pejabat yang ditunjuk.
46,Pengusaha wajib memberitahukan dan menjelaskan isi serta memberikan naskah peraturan perusahaan atau perubahannya kepada pekerja/buruh.
46,Ketentuan mengenai tata cara pembuatan dan pengesahan peraturan perusahaan diatur dengan Keputusan Menteri.
46,Perjanjian Kerja Bersama
46,(NULL)
46,Perjanjian kerja bersama dibuat oleh serikat pekerja/serikat buruh atau beberapa serikat pekerja/serikat buruh yang telah tercatat pada instansi yang bertanggung jawab di bidang ketenagakerjaan dengan pengusaha atau beberapa pengusaha.
46,Penyusunan perjanjian kerja bersama sebagaimana dimaksud dalam ayat (1) dilaksanakan secara musyawarah.
46,Perjanjian kerja bersama sebagaimana dimaksud dalam ayat (1) harus dibuat secara tertulis dengan huruf latin dan menggunakan bahasa Indonesia.
46,"Dalam hal terdapat perjanjian kerja bersama yang dibuat tidak menggunakan bahasa Indonesia, maka perjanjian kerja bersama tersebut harus diterjemahkan dalam bahasa Indonesia oleh penerjemah tersumpah dan terjemahan tersebut dianggap sudah memenuhi ketentuan sebagaimana dimaksud dalam ayat (3)."
46,"Dalam hal musyawarah sebagaimana dimaksud dalam Pasal 116 ayat (2) tidak mencapai kesepakatan, maka penyelesaiannya dilakukan melalui prosedur penyelesaian perselisihan hubungan industrial."
47,Dalam 1 (satu) perusahaan hanya dapat dibuat 1 (satu) perjanjian kerja bersama yang berlaku bagi seluruh pekerja/buruh di perusahaan.
47,(NULL)
47,"Dalam hal di satu perusahaan hanya terdapat satu serikat pekerja/serikat buruh, maka serikat pekerja/seri-kat buruh tersebut berhak mewakili pekerja/buruh dalam perundingan pembuatan perjanjian kerja bersama dengan pengusaha apabila memiliki jumlah anggota lebih dari 50% (lima puluh perseratus) dari jumlah seluruh pekerja/buruh di perusahaan yang bersangkutan."
47,Dalam hal di satu perusahaan hanya terdapat satu serikat pekerja/serikat buruh sebagaimana dimaksud pada ayat (1) tetapi tidak memiliki jumlah anggota lebih dari 50% (lima puluh perseratus) dari jumlah seluruh pekerja/buruh di perusahaan maka serikat pekerja/serikat buruh dapat mewakili pekerja/buruh dalam perundingan dengan pengusaha apabila serikat pekerja/serikat buruh yang bersangkutan telah mendapat dukungan lebih 50% (lima puluh perseratus) dari jumlah seluruh pekerja/buruh di perusahaan melalui pemungutan suara.
47,Dalam hal dukungan sebagaimana dimaksud dalam ayat (2) tidak tercapai maka serikat pekerja/serikat buruh yang bersangkutan dapat mengajukan kembali permintaan untuk merundingkan perjanjian kerja bersama dengan pengusaha setelah melampaui jangka waktu 6 (enam) bulan terhitung sejak dilakukannya pemungutan suara dengan mengikuti prosedur sebagaimana dimaksud dalam ayat (2).
47,(NULL)
47,Dalam hal di satu perusahaan terdapat lebih dari 1 (satu) serikat pekerja/serikat buruh maka yang berhak mewakili pekerja/buruh melakukan perundingan dengan pengusaha yang jumlah keanggotaannya lebih dari 50% (lima puluh perseratus) dari seluruh jumlah pekerja/buruh di perusahaan tersebut.
48,"Dalam hal ketentuan sebagaimana dimaksud dalam ayat (1) tidak terpenuhi, maka serikat pekerja/serikat buruh dapat melakukan koalisi sehingga tercapai jumlah lebih dari 50% (lima puluh perseratus) dari seluruh jumlah pekerja/buruh di perusahaan tersebut untuk mewakili dalam perundingan dengan pengusaha."
48,"Dalam hal ketentuan sebagaimana dimaksud dalam ayat (1) atau ayat (2) tidak terpenuhi, maka para seri-kat pekerja/serikat buruh membentuk tim perunding yang keanggotaannya ditentukan secara proporsional berdasarkan jumlah anggota masing-masing serikat pekerja/serikat buruh."
48,Keanggotaan serikat pekerja/serikat buruh sebagaimana dimaksud dalam Pasal 119 dan Pasal 120 dibuktikan dengan kartu tanda anggota.
48,Pemungutan suara sebagaimana dimaksud dalam Pasal 119 ayat (2) diselenggarakan oleh panitia yang terdiri dari wakil-wakil pekerja/buruh dan pengurus serikat pekerja/serikat buruh yang disaksikan oleh pihak pejabat yang bertanggung jawab di bidang ketenagakerjaan dan pengusaha.
48,(NULL)
48,Masa berlakunya perjanjian kerja bersama paling lama 2 (dua) tahun.
48,Perjanjian kerja bersama sebagaimana dimaksud dalam ayat (1) dapat diperpanjang masa berlakunya pa-ling lama 1 (satu) tahun berdasarkan kesepakatan tertulis antara pengusaha dengan serikat pekerja/serikat buruh.
48,Perundingan pembuatan perjanjian kerja bersama berikutnya dapat dimulai paling cepat 3 (tiga) bulan se-belum berakhirnya perjanjian kerja bersama yang sedang berlaku.
48,"Dalam hal perundingan sebagaimana dimaksud dalam ayat (3) tidak mencapai kesepakatan maka perjanjian kerja bersama yang sedang berlaku, tetap berlaku untuk paling lama 1 (satu) tahun."
49,(NULL)
49,"Perjanjian kerja bersama paling sedikit memuat :
a. hak dan kewajiban pengusaha;
b. hak dan kewajiban serikat pekerja/serikat buruh serta pekerja/buruh;
c. jangka waktu dan tanggal mulai berlakunya perjanjian kerja bersama; dan
d. tanda tangan para pihak pembuat perjanjian kerja bersama."
49,Ketentuan dalam perjanjian kerja bersama tidak boleh bertentangan dengan peraturan perundang-undangan yang berlaku.
49,"Dalam hal isi perjanjian kerja bersama bertentangan dengan peraturan perundang-undangan yang berlaku sebagaimana dimaksud dalam ayat (2), maka ketentuan yang bertentangan tersebut batal demi hukum dan yang berlaku adalah ketentuan dalam peraturan perundang-undangan."
49,"Dalam hal kedua belah pihak sepakat mengadakan perubahan perjanjian kerja bersama, maka perubahan tersebut merupakan bagian yang tidak terpisahkan dari perjanjian kerja bersama yang sedang berlaku."
49,(NULL)
49,"Pengusaha, serikat pekerja/serikat buruh dan pekerja/buruh wajib melaksanakan ketentuan yang ada da-lam perjanjian kerja bersama."
49,Pengusaha dan serikat pekerja/serikat buruh wajib memberitahukan isi perjanjian kerja bersama atau peru-bahannya kepada seluruh pekerja/ buruh.
49,Pengusaha harus mencetak dan membagikan naskah perjanjian kerja bersama kepada setiap pekerja/ buruh atas biaya perusahaan.
49,(NULL)
50,"Dalam hal ketentuan dalam perjanjian kerja sebagaimana dimaksud dalam ayat (1) bertentangan dengan perjanjian kerja bersama, maka ketentuan dalam perjanjian kerja tersebut batal demi hukum dan yang berlaku adalah ketentuan dalam perjanjian kerja bersama."
50,Dalam hal perjanjian kerja tidak memuat aturan-aturan yang diatur dalam perjanjian kerja bersama maka yang berlaku adalah aturan-aturan dalam perjanjian kerja bersama.
50,(NULL)
50,"Pengusaha dilarang mengganti perjanjian kerja bersama dengan peraturan perusahaan, selama di perusahaan yang bersangkutan masih ada serikat pekerja/serikat buruh."
50,"Dalam hal di perusahaan tidak ada lagi serikat pekerja/serikat buruh dan perjanjian kerja bersama diganti dengan peraturan perusahaan, maka ketentuan yang ada dalam peraturan perusahaan tidak boleh lebih rendah dari ketentuan yang ada dalam perjanjian kerja bersama."
50,(NULL)
50,"Dalam hal perjanjian kerja bersama yang sudah berakhir masa berlakunya akan diperpanjang atau diperbaharui dan di perusahaan tersebut hanya terdapat 1 (satu) serikat pekerja/serikat buruh, maka perpanjangan atau pembuatan pembaharuan perjanjian kerja bersama tidak mensyaratkan ketentuan dalam Pasal 119."
50,"Dalam hal perjanjian kerja bersama yang sudah berakhir masa berlakunya akan diperpanjang atau diperbaharui dan di perusahaan tersebut terdapat lebih dari 1 (satu) serikat pekerja/serikat buruh dan serikat pekerja/serikat buruh yang dulu berunding tidak lagi memenuhi ketentuan Pasal 120 ayat (1), maka perpanjangan atau pembuatan pembaharuan perjanjian kerja bersama dilakukan oleh serikat pekerja/serikat buruh yang anggotanya lebih 50% (lima puluh perseratus) dari jumlah seluruh pekerja/buruh di perusahaan bersama-sama dengan serikat pekerja/serikat buruh yang membuat perjanjian kerja bersama terdahulu dengan membentuk tim perunding secara proporsional."
51,"Dalam hal perjanjian kerja bersama yang sudah berakhir masa berlakunya akan diperpanjang atau diperbaharui dan di perusahaan tersebut terdapat lebih dari 1 (satu) serikat pekerja/ serikat buruh dan tidak satu pun serikat pekerja/serikat buruh yang ada memenuhi ketentuan Pasal 120 ayat (1), maka perpanjangan atau pembuatan pembaharuan perjanjian kerja bersama dilakukan menurut ketentuan Pasal 120 ayat (2) dan ayat (3)."
51,(NULL)
51,Dalam hal terjadi pembubaran serikat pekerja/serikat buruh atau pengalihan kepemilikan perusahaan maka perjanjian kerja bersama tetap berlaku sampai berakhirnya jangka waktu perjanjian kerja bersama.
51,Dalam hal terjadi penggabungan perusahaan (merger) dan masing-masing perusahaan mempunyai perjanjian kerja bersama maka perjanjian kerja bersama yang berlaku adalah perjanjian kerja bersama yang lebih menguntungkan pekerja/buruh.
51,Dalam hal terjadi penggabungan perusahaan (merger) antara perusahaan yang mempunyai perjanjian kerja bersama dengan perusahaan yang belum mempunyai perjanjian kerja bersama maka perjanjian kerja bersama tersebut berlaku bagi perusahaan yang bergabung (merger) sampai dengan berakhirnya jangka waktu perjanjian kerja bersama.
51,(NULL)
51,Perjanjian kerja bersama mulai berlaku pada hari penandatanganan kecuali ditentukan lain dalam perjanjian kerja bersama tersebut.
51,Perjanjian kerja bersama yang ditandatangani oleh pihak yang membuat perjanjian kerja bersama selanjutnya didaftarkan oleh pengusaha pada instansi yang bertanggung jawab di bidang ketenagakerjaan.
51,"Ketentuan mengenai persyaratan serta tata cara pembuatan, perpanjangan, perubahan, dan pendaftaran perjanjian kerja bersama diatur dengan Keputusan Menteri."
52,"Dalam mewujudkan pelaksanaan hak dan kewajiban pekerja/buruh dan pengusaha, pemerintah wajib melaksanakan pengawasan dan penegakan peraturan perundang-undangan ketenagakerjaan."
52,"Pelaksanaan peraturan perundang-undangan ketenagakerjaan dalam mewujudkan hubungan industrial merupakan tanggung jawab pekerja/buruh, pengusaha, dan pemerintah."
52,Lembaga Penyelesaian Perselisihan Hubungan Industrial
52,Perselisihan Hubungan Industrial
52,(NULL)
52,Penyelesaian perselisihan hubungan industrial wajib dilaksanakan oleh pengusaha dan pekerja/buruh atau serikat pekerja/serikat buruh secara musyawarah untuk mufakat.
52,"Dalam hal penyelesaian secara musyawarah untuk mufakat sebagaimana dimaksud dalam ayat (1) tidak tercapai, maka pengusaha dan pekerja/ buruh atau serikat pekerja/serikat buruh menyelesaikan perselisihan hubungan industrial melalui prosedur penyelesaian perselisihan hubungan industrial yang diatur dengan undang-undang."
52,Mogok Kerja
52,"Mogok kerja sebagai hak dasar pekerja/buruh dan serikat pekerja/serikat buruh dilakukan secara sah, tertib, dan damai sebagai akibat gagalnya perundingan."
53,(NULL)
53,Pekerja/buruh dan/atau serikat pekerja/serikat buruh yang bermaksud mengajak pekerja/buruh lain untuk mogok kerja pada saat mogok kerja berlangsung dilakukan dengan tidak melanggar hukum.
53,"Pekerja/buruh yang diajak mogok kerja sebagaimana dimaksud dalam ayat (1), dapat memenuhi atau tidak memenuhi ajakan tersebut."
53,Pelaksanaan mogok kerja bagi pekerja/buruh yang bekerja pada perusahaan yang melayani kepentingan umum dan/atau perusahaan yang jenis kegiatan-nya membahayakan keselamatan jiwa manusia diatur sedemikian rupa sehingga tidak mengganggu kepentingan umum dan/atau membahayakan keselamatan orang lain.
53,(NULL)
53,"Sekurang-kurangnya dalam waktu 7 (tujuh) hari kerja sebelum mogok kerja dilaksanakan, pekerja/buruh dan serikat pekerja/serikat buruh wajib memberitahukan secara tertulis kepada pengusaha dan instansi yang bertanggung jawab di bidang ketenagakerjaan setempat."
53,"Pemberitahuan sebagaimana dimaksud dalam ayat (1) sekurang-kurangnya memuat :
a. waktu (hari, tanggal, dan jam) dimulai dan diakhiri mogok kerja;
b. tempat mogok kerja;
c. alasan dan sebab-sebab mengapa harus melakukan mogok kerja; dan
d. tanda tangan ketua dan sekretaris dan/atau masing-masing ketua dan sekretaris serikat pekerja/serikat buruh sebagai penanggung jawab mogok kerja."
53,"Dalam hal mogok kerja akan dilakukan oleh pekerja/buruh yang tidak menjadi anggota serikat pekerja/ serikat buruh, maka pemberitahuan sebagaimana dimaksud dalam ayat (2) ditandatangani oleh perwakilan pekerja/buruh yang ditunjuk sebagai koordinator dan/atau penanggung jawab mogok kerja."
54,"Dalam hal mogok kerja dilakukan tidak sebagaimana dimaksud dalam ayat (1), maka demi menyelamatkan alat produksi dan aset perusahaan, pengusaha dapat mengambil tindakan sementara dengan cara :
a. melarang para pekerja/buruh yang mogok kerja berada di lokasi kegiatan proses produksi; atau
b. bila dianggap perlu melarang pekerja/buruh yang mogok kerja berada di lokasi perusahaan."
54,(NULL)
54,Instansi pemerintah dan pihak perusahaan yang menerima surat pemberitahuan mogok kerja sebagaimana dimaksud dalam Pasal 140 wajib memberikan tanda terima.
54,"Sebelum dan selama mogok kerja berlangsung, instansi yang bertanggung jawab di bidang ketenagakerjaan wajib menyelesaikan masalah yang menyebabkan timbulnya pemogokan dengan mempertemukan dan merundingkannya dengan para pihak yang berselisih."
54,"Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) menghasilkan kesepakatan, maka harus dibuatkan perjanjian bersama yang ditandatangani oleh para pihak dan pegawai dari instansi yang bertanggung jawab di bidang ketenagakerjaan sebagai saksi."
54,"Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) tidak menghasilkan kesepakatan, maka pegawai dari instansi yang bertanggung jawab di bidang ketenagakerjaan segera menyerahkan masalah yang menyebabkan terjadinya mogok kerja kepada lembaga penyelesaian perselisihan hubungan industrial yang berwenang."
54,"Dalam hal perundingan tidak menghasilkan kesepakatan sebagaimana dimaksud dalam ayat (4), maka atas dasar perundingan antara pengusaha dengan serikat pekerja/serikat buruh atau penanggung jawab mogok kerja, mogok kerja dapat diteruskan atau dihentikan untuk sementara atau dihentikan sama sekali."
55,(NULL)
55,Mogok kerja yang dilakukan tidak memenuhi ketentuan sebagaimana dimaksud dalam Pasal 139 dan Pa-sal 140 adalah mogok kerja tidak sah.
55,Akibat hukum dari mogok kerja yang tidak sah sebagaimana dimaksud dalam ayat (1) akan diatur dengan Keputusan Menteri.
55,(NULL)
55,"Siapa pun tidak dapat menghalang-halangi pekerja/buruh dan serikat pekerja/serikat buruh untuk mengguna kan hak mogok kerja yang dilakukan secara sah, tertib, dan damai."
55,"Siapa pun dilarang melakukan penangkapan dan/atau penahanan terhadap pekerja/buruh dan pengurus serikat pekerja/serikat buruh yang melakukan mogok kerja secara sah, tertib, dan damai sesuai dengan peraturan perundang-undangan yang berlaku."
55,"Terhadap mogok kerja yang dilakukan sesuai dengan ketentuan sebagaimana dimaksud dalam Pasal 140, pengusaha dilarang :
a. mengganti pekerja/buruh yang mogok kerja dengan pekerja/buruh lain dari luar perusahaan; atau
b. memberikan sanksi atau tindakan balasan dalam bentuk apa pun kepada pekerja/buruh dan pengurus serikat pekerja/serikat buruh selama dan sesudah melakukan mogok kerja."
55,"Dalam hal pekerja/buruh yang melakukan mogok kerja secara sah dalam melakukan tuntutan hak normatif yang sungguh-sungguh dilanggar oleh pengusaha, pekerja/buruh berhak mendapatkan upah."
56,Penutupan Perusahaan (lock-out)
56,(NULL)
56,Penutupan perusahaan (lock out) merupakan hak dasar pengusaha untuk menolak pekerja/buruh sebagian atau seluruhnya untuk menjalankan pekerjaan sebagai akibat gagalnya perundingan.
56,Pengusaha tidak dibenarkan melakukan penutupan perusahaan (lock out) sebagai tindakan balasan sehubungan adanya tuntutan normatif dari pekerja/buruh dan/atau serikat pekerja/serikat buruh.
56,Tindakan penutupan perusahaan (lock out) harus dilakukan sesuai dengan ketentuan hukum yang berlaku.
56,"Penutupan perusahaan (lock out) dilarang dilakukan pada perusahaan-perusahaan yang melayani kepentingan umum dan/atau jenis kegiatan yang membahayakan keselamatan jiwa manusia, meliputi rumah sakit, pelayanan jaringan air bersih, pusat pengendali telekomunikasi, pusat penyedia tenaga listrik, pengolahan minyak dan gas bumi, serta kereta api."
56,(NULL)
56,"Pengusaha wajib memberitahukan secara tertulis kepada pekerja/buruh dan/atau serikat pekerja/serikat buruh, serta instansi yang bertanggung jawab di bidang ketenagakerjaan setempat sekurang-kurangnya 7 (tujuh) hari kerja sebelum penutupan perusahaan (lock out) dilaksanakan."
56,"Pemberitahuan sebagaimana dimaksud dalam ayat (1) sekurang-kurangnya memuat :
a. waktu (hari, tanggal, dan jam) dimulai dan diakhiri penutupan perusahaan (lock out); dan
b. alasan dan sebab-sebab melakukan penutupan perusahaan (lock out)."
